"entity_key","date","year","year_season","year_quarter","year_month","year_week","season_number","season","season_de","season_einkauf","month","week","day_of_month","day_of_week","day_name","month_name","last_day_of_month","last_day_of_week","business_day","working_days","next_ship_day"
1522,2016-03-01,2016,"2016-1-SS","2016-Q1","2016-03","2016-09",1,SS,FS,FS16,3,9,1,2,Tuesday  ,March    ,2016-03-31,2016-03-06,2016-03-01,1,2016-03-02
1523,2016-03-02,2016,"2016-1-SS","2016-Q1","2016-03","2016-09",1,SS,FS,FS16,3,9,2,3,Wednesday,March    ,2016-03-31,2016-03-06,2016-03-02,1,2016-03-03
1524,2016-03-03,2016,"2016-1-SS","2016-Q1","2016-03","2016-09",1,SS,FS,FS16,3,9,3,4,Thursday ,March    ,2016-03-31,2016-03-06,2016-03-03,1,2016-03-04
1525,2016-03-04,2016,"2016-1-SS","2016-Q1","2016-03","2016-09",1,SS,FS,FS16,3,9,4,5,Friday   ,March    ,2016-03-31,2016-03-06,2016-03-04,1,2016-03-07
1526,2016-03-05,2016,"2016-1-SS","2016-Q1","2016-03","2016-09",1,SS,FS,FS16,3,9,5,6,Saturday ,March    ,2016-03-31,2016-03-06,2016-03-07,0,2016-03-07
1527,2016-03-06,2016,"2016-1-SS","2016-Q1","2016-03","2016-09",1,SS,FS,FS16,3,9,6,7,Sunday   ,March    ,2016-03-31,2016-03-06,2016-03-07,0,2016-03-07
1528,2016-03-07,2016,"2016-1-SS","2016-Q1","2016-03","2016-10",1,SS,FS,FS16,3,10,7,1,Monday   ,March    ,2016-03-31,2016-03-13,2016-03-07,1,2016-03-08
1529,2016-03-08,2016,"2016-1-SS","2016-Q1","2016-03","2016-10",1,SS,FS,FS16,3,10,8,2,Tuesday  ,March    ,2016-03-31,2016-03-13,2016-03-08,1,2016-03-09
1530,2016-03-09,2016,"2016-1-SS","2016-Q1","2016-03","2016-10",1,SS,FS,FS16,3,10,9,3,Wednesday,March    ,2016-03-31,2016-03-13,2016-03-09,1,2016-03-10
1531,2016-03-10,2016,"2016-1-SS","2016-Q1","2016-03","2016-10",1,SS,FS,FS16,3,10,10,4,Thursday ,March    ,2016-03-31,2016-03-13,2016-03-10,1,2016-03-11
1532,2016-03-11,2016,"2016-1-SS","2016-Q1","2016-03","2016-10",1,SS,FS,FS16,3,10,11,5,Friday   ,March    ,2016-03-31,2016-03-13,2016-03-11,1,2016-03-14
1533,2016-03-12,2016,"2016-1-SS","2016-Q1","2016-03","2016-10",1,SS,FS,FS16,3,10,12,6,Saturday ,March    ,2016-03-31,2016-03-13,2016-03-14,0,2016-03-14
1534,2016-03-13,2016,"2016-1-SS","2016-Q1","2016-03","2016-10",1,SS,FS,FS16,3,10,13,7,Sunday   ,March    ,2016-03-31,2016-03-13,2016-03-14,0,2016-03-14
1535,2016-03-14,2016,"2016-1-SS","2016-Q1","2016-03","2016-11",1,SS,FS,FS16,3,11,14,1,Monday   ,March    ,2016-03-31,2016-03-20,2016-03-14,1,2016-03-15
1536,2016-03-15,2016,"2016-1-SS","2016-Q1","2016-03","2016-11",1,SS,FS,FS16,3,11,15,2,Tuesday  ,March    ,2016-03-31,2016-03-20,2016-03-15,1,2016-03-16
1537,2016-03-16,2016,"2016-1-SS","2016-Q1","2016-03","2016-11",1,SS,FS,FS16,3,11,16,3,Wednesday,March    ,2016-03-31,2016-03-20,2016-03-16,1,2016-03-17
1538,2016-03-17,2016,"2016-1-SS","2016-Q1","2016-03","2016-11",1,SS,FS,FS16,3,11,17,4,Thursday ,March    ,2016-03-31,2016-03-20,2016-03-17,1,2016-03-18
1539,2016-03-18,2016,"2016-1-SS","2016-Q1","2016-03","2016-11",1,SS,FS,FS16,3,11,18,5,Friday   ,March    ,2016-03-31,2016-03-20,2016-03-18,1,2016-03-21
1540,2016-03-19,2016,"2016-1-SS","2016-Q1","2016-03","2016-11",1,SS,FS,FS16,3,11,19,6,Saturday ,March    ,2016-03-31,2016-03-20,2016-03-21,0,2016-03-21
1541,2016-03-20,2016,"2016-1-SS","2016-Q1","2016-03","2016-11",1,SS,FS,FS16,3,11,20,7,Sunday   ,March    ,2016-03-31,2016-03-20,2016-03-21,0,2016-03-21
1542,2016-03-21,2016,"2016-1-SS","2016-Q1","2016-03","2016-12",1,SS,FS,FS16,3,12,21,1,Monday   ,March    ,2016-03-31,2016-03-27,2016-03-21,1,2016-03-22
1543,2016-03-22,2016,"2016-1-SS","2016-Q1","2016-03","2016-12",1,SS,FS,FS16,3,12,22,2,Tuesday  ,March    ,2016-03-31,2016-03-27,2016-03-22,1,2016-03-23
1544,2016-03-23,2016,"2016-1-SS","2016-Q1","2016-03","2016-12",1,SS,FS,FS16,3,12,23,3,Wednesday,March    ,2016-03-31,2016-03-27,2016-03-23,1,2016-03-24
1545,2016-03-24,2016,"2016-1-SS","2016-Q1","2016-03","2016-12",1,SS,FS,FS16,3,12,24,4,Thursday ,March    ,2016-03-31,2016-03-27,2016-03-24,1,2016-03-29
1546,2016-03-25,2016,"2016-1-SS","2016-Q1","2016-03","2016-12",1,SS,FS,FS16,3,12,25,5,Friday   ,March    ,2016-03-31,2016-03-27,2016-03-29,0,2016-03-29
1547,2016-03-26,2016,"2016-1-SS","2016-Q1","2016-03","2016-12",1,SS,FS,FS16,3,12,26,6,Saturday ,March    ,2016-03-31,2016-03-27,2016-03-29,0,2016-03-29
1548,2016-03-27,2016,"2016-1-SS","2016-Q1","2016-03","2016-12",1,SS,FS,FS16,3,12,27,7,Sunday   ,March    ,2016-03-31,2016-03-27,2016-03-29,0,2016-03-29
1549,2016-03-28,2016,"2016-1-SS","2016-Q1","2016-03","2016-13",1,SS,FS,FS16,3,13,28,1,Monday   ,March    ,2016-03-31,2016-04-03,2016-03-29,0,2016-03-29
1550,2016-03-29,2016,"2016-1-SS","2016-Q1","2016-03","2016-13",1,SS,FS,FS16,3,13,29,2,Tuesday  ,March    ,2016-03-31,2016-04-03,2016-03-29,1,2016-03-30
1551,2016-03-30,2016,"2016-1-SS","2016-Q1","2016-03","2016-13",1,SS,FS,FS16,3,13,30,3,Wednesday,March    ,2016-03-31,2016-04-03,2016-03-30,1,2016-03-31
1552,2016-03-31,2016,"2016-1-SS","2016-Q1","2016-03","2016-13",1,SS,FS,FS16,3,13,31,4,Thursday ,March    ,2016-03-31,2016-04-03,2016-03-31,1,2016-04-01
1553,2016-04-01,2016,"2016-1-SS","2016-Q2","2016-04","2016-13",1,SS,FS,FS16,4,13,1,5,Friday   ,April    ,2016-04-30,2016-04-03,2016-04-01,1,2016-04-04
1554,2016-04-02,2016,"2016-1-SS","2016-Q2","2016-04","2016-13",1,SS,FS,FS16,4,13,2,6,Saturday ,April    ,2016-04-30,2016-04-03,2016-04-04,0,2016-04-04
1555,2016-04-03,2016,"2016-1-SS","2016-Q2","2016-04","2016-13",1,SS,FS,FS16,4,13,3,7,Sunday   ,April    ,2016-04-30,2016-04-03,2016-04-04,0,2016-04-04
1556,2016-04-04,2016,"2016-1-SS","2016-Q2","2016-04","2016-14",1,SS,FS,FS16,4,14,4,1,Monday   ,April    ,2016-04-30,2016-04-10,2016-04-04,1,2016-04-05
1557,2016-04-05,2016,"2016-1-SS","2016-Q2","2016-04","2016-14",1,SS,FS,FS16,4,14,5,2,Tuesday  ,April    ,2016-04-30,2016-04-10,2016-04-05,1,2016-04-06
1558,2016-04-06,2016,"2016-1-SS","2016-Q2","2016-04","2016-14",1,SS,FS,FS16,4,14,6,3,Wednesday,April    ,2016-04-30,2016-04-10,2016-04-06,1,2016-04-07
1559,2016-04-07,2016,"2016-1-SS","2016-Q2","2016-04","2016-14",1,SS,FS,FS16,4,14,7,4,Thursday ,April    ,2016-04-30,2016-04-10,2016-04-07,1,2016-04-08
1560,2016-04-08,2016,"2016-1-SS","2016-Q2","2016-04","2016-14",1,SS,FS,FS16,4,14,8,5,Friday   ,April    ,2016-04-30,2016-04-10,2016-04-08,1,2016-04-11
1561,2016-04-09,2016,"2016-1-SS","2016-Q2","2016-04","2016-14",1,SS,FS,FS16,4,14,9,6,Saturday ,April    ,2016-04-30,2016-04-10,2016-04-11,0,2016-04-11
1562,2016-04-10,2016,"2016-1-SS","2016-Q2","2016-04","2016-14",1,SS,FS,FS16,4,14,10,7,Sunday   ,April    ,2016-04-30,2016-04-10,2016-04-11,0,2016-04-11
1563,2016-04-11,2016,"2016-1-SS","2016-Q2","2016-04","2016-15",1,SS,FS,FS16,4,15,11,1,Monday   ,April    ,2016-04-30,2016-04-17,2016-04-11,1,2016-04-12
1564,2016-04-12,2016,"2016-1-SS","2016-Q2","2016-04","2016-15",1,SS,FS,FS16,4,15,12,2,Tuesday  ,April    ,2016-04-30,2016-04-17,2016-04-12,1,2016-04-13
1565,2016-04-13,2016,"2016-1-SS","2016-Q2","2016-04","2016-15",1,SS,FS,FS16,4,15,13,3,Wednesday,April    ,2016-04-30,2016-04-17,2016-04-13,1,2016-04-14
1566,2016-04-14,2016,"2016-1-SS","2016-Q2","2016-04","2016-15",1,SS,FS,FS16,4,15,14,4,Thursday ,April    ,2016-04-30,2016-04-17,2016-04-14,1,2016-04-15
1567,2016-04-15,2016,"2016-1-SS","2016-Q2","2016-04","2016-15",1,SS,FS,FS16,4,15,15,5,Friday   ,April    ,2016-04-30,2016-04-17,2016-04-15,1,2016-04-18
1568,2016-04-16,2016,"2016-1-SS","2016-Q2","2016-04","2016-15",1,SS,FS,FS16,4,15,16,6,Saturday ,April    ,2016-04-30,2016-04-17,2016-04-18,0,2016-04-18
1569,2016-04-17,2016,"2016-1-SS","2016-Q2","2016-04","2016-15",1,SS,FS,FS16,4,15,17,7,Sunday   ,April    ,2016-04-30,2016-04-17,2016-04-18,0,2016-04-18
1570,2016-04-18,2016,"2016-1-SS","2016-Q2","2016-04","2016-16",1,SS,FS,FS16,4,16,18,1,Monday   ,April    ,2016-04-30,2016-04-24,2016-04-18,1,2016-04-19
1571,2016-04-19,2016,"2016-1-SS","2016-Q2","2016-04","2016-16",1,SS,FS,FS16,4,16,19,2,Tuesday  ,April    ,2016-04-30,2016-04-24,2016-04-19,1,2016-04-20
1572,2016-04-20,2016,"2016-1-SS","2016-Q2","2016-04","2016-16",1,SS,FS,FS16,4,16,20,3,Wednesday,April    ,2016-04-30,2016-04-24,2016-04-20,1,2016-04-21
1573,2016-04-21,2016,"2016-1-SS","2016-Q2","2016-04","2016-16",1,SS,FS,FS16,4,16,21,4,Thursday ,April    ,2016-04-30,2016-04-24,2016-04-21,1,2016-04-22
1574,2016-04-22,2016,"2016-1-SS","2016-Q2","2016-04","2016-16",1,SS,FS,FS16,4,16,22,5,Friday   ,April    ,2016-04-30,2016-04-24,2016-04-22,1,2016-04-25
1575,2016-04-23,2016,"2016-1-SS","2016-Q2","2016-04","2016-16",1,SS,FS,FS16,4,16,23,6,Saturday ,April    ,2016-04-30,2016-04-24,2016-04-25,0,2016-04-25
1576,2016-04-24,2016,"2016-1-SS","2016-Q2","2016-04","2016-16",1,SS,FS,FS16,4,16,24,7,Sunday   ,April    ,2016-04-30,2016-04-24,2016-04-25,0,2016-04-25
1577,2016-04-25,2016,"2016-1-SS","2016-Q2","2016-04","2016-17",1,SS,FS,FS16,4,17,25,1,Monday   ,April    ,2016-04-30,2016-05-01,2016-04-25,1,2016-04-26
1578,2016-04-26,2016,"2016-1-SS","2016-Q2","2016-04","2016-17",1,SS,FS,FS16,4,17,26,2,Tuesday  ,April    ,2016-04-30,2016-05-01,2016-04-26,1,2016-04-27
1579,2016-04-27,2016,"2016-1-SS","2016-Q2","2016-04","2016-17",1,SS,FS,FS16,4,17,27,3,Wednesday,April    ,2016-04-30,2016-05-01,2016-04-27,1,2016-04-28
1580,2016-04-28,2016,"2016-1-SS","2016-Q2","2016-04","2016-17",1,SS,FS,FS16,4,17,28,4,Thursday ,April    ,2016-04-30,2016-05-01,2016-04-28,1,2016-04-29
1581,2016-04-29,2016,"2016-1-SS","2016-Q2","2016-04","2016-17",1,SS,FS,FS16,4,17,29,5,Friday   ,April    ,2016-04-30,2016-05-01,2016-04-29,1,2016-05-02
1582,2016-04-30,2016,"2016-1-SS","2016-Q2","2016-04","2016-17",1,SS,FS,FS16,4,17,30,6,Saturday ,April    ,2016-04-30,2016-05-01,2016-05-02,0,2016-05-02
1583,2016-05-01,2016,"2016-1-SS","2016-Q2","2016-05","2016-17",1,SS,FS,FS16,5,17,1,7,Sunday   ,May      ,2016-05-31,2016-05-01,2016-05-02,0,2016-05-02
1584,2016-05-02,2016,"2016-1-SS","2016-Q2","2016-05","2016-18",1,SS,FS,FS16,5,18,2,1,Monday   ,May      ,2016-05-31,2016-05-08,2016-05-02,1,2016-05-03
1585,2016-05-03,2016,"2016-1-SS","2016-Q2","2016-05","2016-18",1,SS,FS,FS16,5,18,3,2,Tuesday  ,May      ,2016-05-31,2016-05-08,2016-05-03,1,2016-05-04
1586,2016-05-04,2016,"2016-1-SS","2016-Q2","2016-05","2016-18",1,SS,FS,FS16,5,18,4,3,Wednesday,May      ,2016-05-31,2016-05-08,2016-05-04,1,2016-05-05
1587,2016-05-05,2016,"2016-1-SS","2016-Q2","2016-05","2016-18",1,SS,FS,FS16,5,18,5,4,Thursday ,May      ,2016-05-31,2016-05-08,2016-05-06,0,2016-05-06
1588,2016-05-06,2016,"2016-1-SS","2016-Q2","2016-05","2016-18",1,SS,FS,FS16,5,18,6,5,Friday   ,May      ,2016-05-31,2016-05-08,2016-05-06,1,2016-05-09
1589,2016-05-07,2016,"2016-1-SS","2016-Q2","2016-05","2016-18",1,SS,FS,FS16,5,18,7,6,Saturday ,May      ,2016-05-31,2016-05-08,2016-05-09,0,2016-05-09
1590,2016-05-08,2016,"2016-1-SS","2016-Q2","2016-05","2016-18",1,SS,FS,FS16,5,18,8,7,Sunday   ,May      ,2016-05-31,2016-05-08,2016-05-09,0,2016-05-09
1591,2016-05-09,2016,"2016-1-SS","2016-Q2","2016-05","2016-19",1,SS,FS,FS16,5,19,9,1,Monday   ,May      ,2016-05-31,2016-05-15,2016-05-09,1,2016-05-10
1592,2016-05-10,2016,"2016-1-SS","2016-Q2","2016-05","2016-19",1,SS,FS,FS16,5,19,10,2,Tuesday  ,May      ,2016-05-31,2016-05-15,2016-05-10,1,2016-05-11
1593,2016-05-11,2016,"2016-1-SS","2016-Q2","2016-05","2016-19",1,SS,FS,FS16,5,19,11,3,Wednesday,May      ,2016-05-31,2016-05-15,2016-05-11,1,2016-05-12
1594,2016-05-12,2016,"2016-1-SS","2016-Q2","2016-05","2016-19",1,SS,FS,FS16,5,19,12,4,Thursday ,May      ,2016-05-31,2016-05-15,2016-05-12,1,2016-05-13
1595,2016-05-13,2016,"2016-1-SS","2016-Q2","2016-05","2016-19",1,SS,FS,FS16,5,19,13,5,Friday   ,May      ,2016-05-31,2016-05-15,2016-05-13,1,2016-05-17
1596,2016-05-14,2016,"2016-1-SS","2016-Q2","2016-05","2016-19",1,SS,FS,FS16,5,19,14,6,Saturday ,May      ,2016-05-31,2016-05-15,2016-05-17,0,2016-05-17
1597,2016-05-15,2016,"2016-1-SS","2016-Q2","2016-05","2016-19",1,SS,FS,FS16,5,19,15,7,Sunday   ,May      ,2016-05-31,2016-05-15,2016-05-17,0,2016-05-17
1598,2016-05-16,2016,"2016-1-SS","2016-Q2","2016-05","2016-20",1,SS,FS,FS16,5,20,16,1,Monday   ,May      ,2016-05-31,2016-05-22,2016-05-17,0,2016-05-17
1599,2016-05-17,2016,"2016-1-SS","2016-Q2","2016-05","2016-20",1,SS,FS,FS16,5,20,17,2,Tuesday  ,May      ,2016-05-31,2016-05-22,2016-05-17,1,2016-05-18
1600,2016-05-18,2016,"2016-1-SS","2016-Q2","2016-05","2016-20",1,SS,FS,FS16,5,20,18,3,Wednesday,May      ,2016-05-31,2016-05-22,2016-05-18,1,2016-05-19
1601,2016-05-19,2016,"2016-1-SS","2016-Q2","2016-05","2016-20",1,SS,FS,FS16,5,20,19,4,Thursday ,May      ,2016-05-31,2016-05-22,2016-05-19,1,2016-05-20
1602,2016-05-20,2016,"2016-1-SS","2016-Q2","2016-05","2016-20",1,SS,FS,FS16,5,20,20,5,Friday   ,May      ,2016-05-31,2016-05-22,2016-05-20,1,2016-05-23
1603,2016-05-21,2016,"2016-1-SS","2016-Q2","2016-05","2016-20",1,SS,FS,FS16,5,20,21,6,Saturday ,May      ,2016-05-31,2016-05-22,2016-05-23,0,2016-05-23
1604,2016-05-22,2016,"2016-1-SS","2016-Q2","2016-05","2016-20",1,SS,FS,FS16,5,20,22,7,Sunday   ,May      ,2016-05-31,2016-05-22,2016-05-23,0,2016-05-23
1605,2016-05-23,2016,"2016-1-SS","2016-Q2","2016-05","2016-21",1,SS,FS,FS16,5,21,23,1,Monday   ,May      ,2016-05-31,2016-05-29,2016-05-23,1,2016-05-24
1606,2016-05-24,2016,"2016-1-SS","2016-Q2","2016-05","2016-21",1,SS,FS,FS16,5,21,24,2,Tuesday  ,May      ,2016-05-31,2016-05-29,2016-05-24,1,2016-05-25
1607,2016-05-25,2016,"2016-1-SS","2016-Q2","2016-05","2016-21",1,SS,FS,FS16,5,21,25,3,Wednesday,May      ,2016-05-31,2016-05-29,2016-05-25,1,2016-05-26
1608,2016-05-26,2016,"2016-1-SS","2016-Q2","2016-05","2016-21",1,SS,FS,FS16,5,21,26,4,Thursday ,May      ,2016-05-31,2016-05-29,2016-05-26,1,2016-05-27
1609,2016-05-27,2016,"2016-1-SS","2016-Q2","2016-05","2016-21",1,SS,FS,FS16,5,21,27,5,Friday   ,May      ,2016-05-31,2016-05-29,2016-05-27,1,2016-05-30
1610,2016-05-28,2016,"2016-1-SS","2016-Q2","2016-05","2016-21",1,SS,FS,FS16,5,21,28,6,Saturday ,May      ,2016-05-31,2016-05-29,2016-05-30,0,2016-05-30
1611,2016-05-29,2016,"2016-1-SS","2016-Q2","2016-05","2016-21",1,SS,FS,FS16,5,21,29,7,Sunday   ,May      ,2016-05-31,2016-05-29,2016-05-30,0,2016-05-30
1612,2016-05-30,2016,"2016-1-SS","2016-Q2","2016-05","2016-22",1,SS,FS,FS16,5,22,30,1,Monday   ,May      ,2016-05-31,2016-06-05,2016-05-30,1,2016-05-31
1613,2016-05-31,2016,"2016-1-SS","2016-Q2","2016-05","2016-22",1,SS,FS,FS16,5,22,31,2,Tuesday  ,May      ,2016-05-31,2016-06-05,2016-05-31,1,2016-06-01
1614,2016-06-01,2016,"2016-1-SS","2016-Q2","2016-06","2016-22",1,SS,FS,FS16,6,22,1,3,Wednesday,June     ,2016-06-30,2016-06-05,2016-06-01,1,2016-06-02
1615,2016-06-02,2016,"2016-1-SS","2016-Q2","2016-06","2016-22",1,SS,FS,FS16,6,22,2,4,Thursday ,June     ,2016-06-30,2016-06-05,2016-06-02,1,2016-06-03
1616,2016-06-03,2016,"2016-1-SS","2016-Q2","2016-06","2016-22",1,SS,FS,FS16,6,22,3,5,Friday   ,June     ,2016-06-30,2016-06-05,2016-06-03,1,2016-06-06
1617,2016-06-04,2016,"2016-1-SS","2016-Q2","2016-06","2016-22",1,SS,FS,FS16,6,22,4,6,Saturday ,June     ,2016-06-30,2016-06-05,2016-06-06,0,2016-06-06
1618,2016-06-05,2016,"2016-1-SS","2016-Q2","2016-06","2016-22",1,SS,FS,FS16,6,22,5,7,Sunday   ,June     ,2016-06-30,2016-06-05,2016-06-06,0,2016-06-06
1619,2016-06-06,2016,"2016-1-SS","2016-Q2","2016-06","2016-23",1,SS,FS,FS16,6,23,6,1,Monday   ,June     ,2016-06-30,2016-06-12,2016-06-06,1,2016-06-07
1620,2016-06-07,2016,"2016-1-SS","2016-Q2","2016-06","2016-23",1,SS,FS,FS16,6,23,7,2,Tuesday  ,June     ,2016-06-30,2016-06-12,2016-06-07,1,2016-06-08
1621,2016-06-08,2016,"2016-1-SS","2016-Q2","2016-06","2016-23",1,SS,FS,FS16,6,23,8,3,Wednesday,June     ,2016-06-30,2016-06-12,2016-06-08,1,2016-06-09
1622,2016-06-09,2016,"2016-1-SS","2016-Q2","2016-06","2016-23",1,SS,FS,FS16,6,23,9,4,Thursday ,June     ,2016-06-30,2016-06-12,2016-06-09,1,2016-06-10
1623,2016-06-10,2016,"2016-1-SS","2016-Q2","2016-06","2016-23",1,SS,FS,FS16,6,23,10,5,Friday   ,June     ,2016-06-30,2016-06-12,2016-06-10,1,2016-06-13
1624,2016-06-11,2016,"2016-1-SS","2016-Q2","2016-06","2016-23",1,SS,FS,FS16,6,23,11,6,Saturday ,June     ,2016-06-30,2016-06-12,2016-06-13,0,2016-06-13
1625,2016-06-12,2016,"2016-1-SS","2016-Q2","2016-06","2016-23",1,SS,FS,FS16,6,23,12,7,Sunday   ,June     ,2016-06-30,2016-06-12,2016-06-13,0,2016-06-13
1626,2016-06-13,2016,"2016-1-SS","2016-Q2","2016-06","2016-24",1,SS,FS,FS16,6,24,13,1,Monday   ,June     ,2016-06-30,2016-06-19,2016-06-13,1,2016-06-14
1627,2016-06-14,2016,"2016-1-SS","2016-Q2","2016-06","2016-24",1,SS,FS,FS16,6,24,14,2,Tuesday  ,June     ,2016-06-30,2016-06-19,2016-06-14,1,2016-06-15
1628,2016-06-15,2016,"2016-1-SS","2016-Q2","2016-06","2016-24",1,SS,FS,FS16,6,24,15,3,Wednesday,June     ,2016-06-30,2016-06-19,2016-06-15,1,2016-06-16
1629,2016-06-16,2016,"2016-1-SS","2016-Q2","2016-06","2016-24",1,SS,FS,FS16,6,24,16,4,Thursday ,June     ,2016-06-30,2016-06-19,2016-06-16,1,2016-06-17
1630,2016-06-17,2016,"2016-1-SS","2016-Q2","2016-06","2016-24",1,SS,FS,FS16,6,24,17,5,Friday   ,June     ,2016-06-30,2016-06-19,2016-06-17,1,2016-06-20
1631,2016-06-18,2016,"2016-1-SS","2016-Q2","2016-06","2016-24",1,SS,FS,FS16,6,24,18,6,Saturday ,June     ,2016-06-30,2016-06-19,2016-06-20,0,2016-06-20
1632,2016-06-19,2016,"2016-1-SS","2016-Q2","2016-06","2016-24",1,SS,FS,FS16,6,24,19,7,Sunday   ,June     ,2016-06-30,2016-06-19,2016-06-20,0,2016-06-20
1633,2016-06-20,2016,"2016-1-SS","2016-Q2","2016-06","2016-25",1,SS,FS,FS16,6,25,20,1,Monday   ,June     ,2016-06-30,2016-06-26,2016-06-20,1,2016-06-21
1634,2016-06-21,2016,"2016-1-SS","2016-Q2","2016-06","2016-25",1,SS,FS,FS16,6,25,21,2,Tuesday  ,June     ,2016-06-30,2016-06-26,2016-06-21,1,2016-06-22
1635,2016-06-22,2016,"2016-1-SS","2016-Q2","2016-06","2016-25",1,SS,FS,FS16,6,25,22,3,Wednesday,June     ,2016-06-30,2016-06-26,2016-06-22,1,2016-06-23
1636,2016-06-23,2016,"2016-1-SS","2016-Q2","2016-06","2016-25",1,SS,FS,FS16,6,25,23,4,Thursday ,June     ,2016-06-30,2016-06-26,2016-06-23,1,2016-06-24
1637,2016-06-24,2016,"2016-1-SS","2016-Q2","2016-06","2016-25",1,SS,FS,FS16,6,25,24,5,Friday   ,June     ,2016-06-30,2016-06-26,2016-06-24,1,2016-06-27
1638,2016-06-25,2016,"2016-1-SS","2016-Q2","2016-06","2016-25",1,SS,FS,FS16,6,25,25,6,Saturday ,June     ,2016-06-30,2016-06-26,2016-06-27,0,2016-06-27
1639,2016-06-26,2016,"2016-1-SS","2016-Q2","2016-06","2016-25",1,SS,FS,FS16,6,25,26,7,Sunday   ,June     ,2016-06-30,2016-06-26,2016-06-27,0,2016-06-27
1640,2016-06-27,2016,"2016-1-SS","2016-Q2","2016-06","2016-26",1,SS,FS,FS16,6,26,27,1,Monday   ,June     ,2016-06-30,2016-07-03,2016-06-27,1,2016-06-28
1641,2016-06-28,2016,"2016-1-SS","2016-Q2","2016-06","2016-26",1,SS,FS,FS16,6,26,28,2,Tuesday  ,June     ,2016-06-30,2016-07-03,2016-06-28,1,2016-06-29
1642,2016-06-29,2016,"2016-1-SS","2016-Q2","2016-06","2016-26",1,SS,FS,FS16,6,26,29,3,Wednesday,June     ,2016-06-30,2016-07-03,2016-06-29,1,2016-06-30
1643,2016-06-30,2016,"2016-1-SS","2016-Q2","2016-06","2016-26",1,SS,FS,FS16,6,26,30,4,Thursday ,June     ,2016-06-30,2016-07-03,2016-06-30,1,2016-07-01
1644,2016-07-01,2016,"2016-2-FW","2016-Q3","2016-07","2016-26",2,FW,HW,HW16,7,26,1,5,Friday   ,July     ,2016-07-31,2016-07-03,2016-07-01,1,2016-07-04
1645,2016-07-02,2016,"2016-2-FW","2016-Q3","2016-07","2016-26",2,FW,HW,HW16,7,26,2,6,Saturday ,July     ,2016-07-31,2016-07-03,2016-07-04,0,2016-07-04
1646,2016-07-03,2016,"2016-2-FW","2016-Q3","2016-07","2016-26",2,FW,HW,HW16,7,26,3,7,Sunday   ,July     ,2016-07-31,2016-07-03,2016-07-04,0,2016-07-04
1647,2016-07-04,2016,"2016-2-FW","2016-Q3","2016-07","2016-27",2,FW,HW,HW16,7,27,4,1,Monday   ,July     ,2016-07-31,2016-07-10,2016-07-04,1,2016-07-05
1648,2016-07-05,2016,"2016-2-FW","2016-Q3","2016-07","2016-27",2,FW,HW,HW16,7,27,5,2,Tuesday  ,July     ,2016-07-31,2016-07-10,2016-07-05,1,2016-07-06
1649,2016-07-06,2016,"2016-2-FW","2016-Q3","2016-07","2016-27",2,FW,HW,HW16,7,27,6,3,Wednesday,July     ,2016-07-31,2016-07-10,2016-07-06,1,2016-07-07
1650,2016-07-07,2016,"2016-2-FW","2016-Q3","2016-07","2016-27",2,FW,HW,HW16,7,27,7,4,Thursday ,July     ,2016-07-31,2016-07-10,2016-07-07,1,2016-07-08
1651,2016-07-08,2016,"2016-2-FW","2016-Q3","2016-07","2016-27",2,FW,HW,HW16,7,27,8,5,Friday   ,July     ,2016-07-31,2016-07-10,2016-07-08,1,2016-07-11
1652,2016-07-09,2016,"2016-2-FW","2016-Q3","2016-07","2016-27",2,FW,HW,HW16,7,27,9,6,Saturday ,July     ,2016-07-31,2016-07-10,2016-07-11,0,2016-07-11
1653,2016-07-10,2016,"2016-2-FW","2016-Q3","2016-07","2016-27",2,FW,HW,HW16,7,27,10,7,Sunday   ,July     ,2016-07-31,2016-07-10,2016-07-11,0,2016-07-11
1654,2016-07-11,2016,"2016-2-FW","2016-Q3","2016-07","2016-28",2,FW,HW,HW16,7,28,11,1,Monday   ,July     ,2016-07-31,2016-07-17,2016-07-11,1,2016-07-12
1655,2016-07-12,2016,"2016-2-FW","2016-Q3","2016-07","2016-28",2,FW,HW,HW16,7,28,12,2,Tuesday  ,July     ,2016-07-31,2016-07-17,2016-07-12,1,2016-07-13
1656,2016-07-13,2016,"2016-2-FW","2016-Q3","2016-07","2016-28",2,FW,HW,HW16,7,28,13,3,Wednesday,July     ,2016-07-31,2016-07-17,2016-07-13,1,2016-07-14
1657,2016-07-14,2016,"2016-2-FW","2016-Q3","2016-07","2016-28",2,FW,HW,HW16,7,28,14,4,Thursday ,July     ,2016-07-31,2016-07-17,2016-07-14,1,2016-07-15
1658,2016-07-15,2016,"2016-2-FW","2016-Q3","2016-07","2016-28",2,FW,HW,HW16,7,28,15,5,Friday   ,July     ,2016-07-31,2016-07-17,2016-07-15,1,2016-07-18
1659,2016-07-16,2016,"2016-2-FW","2016-Q3","2016-07","2016-28",2,FW,HW,HW16,7,28,16,6,Saturday ,July     ,2016-07-31,2016-07-17,2016-07-18,0,2016-07-18
1660,2016-07-17,2016,"2016-2-FW","2016-Q3","2016-07","2016-28",2,FW,HW,HW16,7,28,17,7,Sunday   ,July     ,2016-07-31,2016-07-17,2016-07-18,0,2016-07-18
